filename,camera_id,is_loss_event,loss_frame,total_frames,detected_frame
videos_loss/indoor_med/right_tools_loss_mtape_001.mp4,right,1,143,288,137
videos_normal/indoor_low/front_tools_001.mp4,front,0,-1,292,42
videos_normal/indoor_low/back_tools_001.mp4,back,0,-1,294,-1
videos_normal/indoor_low/left_tools_001.mp4,left,0,-1,290,99
videos_normal/indoor_low/right_tools_001.mp4,right,0,-1,296,54
videos_loss/indoor_low/front_tools_loss_mtape_001.mp4,front,1,138,293,91
videos_loss/indoor_low/back_tools_loss_mtape_001.mp4,back,1,138,289,-1
videos_loss/indoor_low/left_tools_loss_mtape_001.mp4,left,1,138,295,94
videos_loss/indoor_low/right_tools_loss_mtape_001.mp4,right,1,138,291,46
videos_normal/indoor_full/front_bottle1toolbox1_001.mp4,front,0,-1,323,-1
videos_normal/indoor_full/back_bottle1toolbox1_001.mp4,back,0,-1,325,-1
videos_normal/indoor_full/left_bottle1toolbox1_001.mp4,left,0,-1,327,36
videos_normal/indoor_full/right_bottle1toolbox1_001.mp4,right,0,-1,329,-1
videos_loss/indoor_full/front_bottle1toolbox1_loss_bottle1_001.mp4,front,1,157,307,175
videos_loss/indoor_full/back_bottle1toolbox1_loss_bottle1_001.mp4,back,1,157,303,-1
videos_loss/indoor_full/left_bottle1toolbox1_loss_bottle1_001.mp4,left,1,157,305,199
videos_loss/indoor_full/right_bottle1toolbox1_loss_bottle1_001.mp4,right,1,157,309,-1
videos_loss/indoor_full/front_bottle1toolbox1_loss_toolbox1_001.mp4,front,1,189,336,-1
videos_loss/indoor_full/back_bottle1toolbox1_loss_toolbox1_001.mp4,back,1,189,330,-1
videos_loss/indoor_full/left_bottle1toolbox1_loss_toolbox1_001.mp4,left,1,189,332,-1
videos_loss/indoor_full/right_bottle1toolbox1_loss_toolbox1_001.mp4,right,1,189,334,191
videos_normal/indoor_med/front_bottle1toolbox1_001.mp4,front,0,-1,282,-1
videos_normal/indoor_med/back_bottle1toolbox1_001.mp4,back,0,-1,281,-1
videos_normal/indoor_med/left_bottle1toolbox1_001.mp4,left,0,-1,284,-1
videos_normal/indoor_med/right_bottle1toolbox1_001.mp4,right,0,-1,288,41
videos_loss/indoor_med/front_bottle1toolbox1_loss_bottle1_001.mp4,front,1,174,304,185
videos_loss/indoor_med/back_bottle1toolbox1_loss_bottle1_001.mp4,back,1,174,306,-1
videos_loss/indoor_med/left_bottle1toolbox1_loss_bottle1_001.mp4,left,1,174,302,188
videos_loss/indoor_med/right_bottle1toolbox1_loss_bottle1_001.mp4,right,1,174,308,-1
videos_loss/indoor_med/front_bottle1toolbox1_loss_toolbox1_001.mp4,front,1,159,310,-1
videos_loss/indoor_med/back_bottle1toolbox1_loss_toolbox1_001.mp4,back,1,159,308,218
videos_loss/indoor_med/left_bottle1toolbox1_loss_toolbox1_001.mp4,left,1,159,306,-1
videos_loss/indoor_med/right_bottle1toolbox1_loss_toolbox1_001.mp4,right,1,159,304,156
videos_normal/indoor_low/front_bottle1toolbox1_001.mp4,front,0,-1,302,102
videos_normal/indoor_low/back_bottle1toolbox1_001.mp4,back,0,-1,304,-1
videos_normal/indoor_low/left_bottle1toolbox1_001.mp4,left,0,-1,300,97
videos_normal/indoor_low/right_bottle1toolbox1_001.mp4,right,0,-1,306,48
videos_loss/indoor_low/front_bottle1toolbox1_loss_bottle1_001.mp4,front,1,150,302,99
videos_loss/indoor_low/back_bottle1toolbox1_loss_bottle1_001.mp4,back,1,150,304,-1
videos_loss/indoor_low/left_bottle1toolbox1_loss_bottle1_001.mp4,left,1,150,306,181
videos_loss/indoor_low/right_bottle1toolbox1_loss_bottle1_001.mp4,right,1,150,300,-1
videos_loss/indoor_low/front_bottle1toolbox1_loss_toolbox1_001.mp4,front,1,192,336,-1
videos_loss/indoor_low/back_bottle1toolbox1_loss_toolbox1_001.mp4,back,1,192,340,214
videos_loss/indoor_low/left_bottle1toolbox1_loss_toolbox1_001.mp4,left,1,192,338,154
videos_loss/indoor_low/right_bottle1toolbox1_loss_toolbox1_001.mp4,right,1,192,342,319
