filename,camera_id,is_loss_event,loss_frame,total_frames,detected_frame
videos_loss/indoor_med/left_tools_loss_mtape_001.mp4,left,1,143,292,-1
videos_loss/indoor_med/right_tools_loss_mtape_001.mp4,right,1,143,288,73
videos_normal/indoor_low/front_tools_001.mp4,front,0,-1,292,-1
videos_normal/indoor_low/back_tools_001.mp4,back,0,-1,294,-1
videos_normal/indoor_low/left_tools_001.mp4,left,0,-1,290,-1
videos_normal/indoor_low/right_tools_001.mp4,right,0,-1,296,-1
videos_loss/indoor_low/front_tools_loss_mtape_001.mp4,front,1,138,293,-1
videos_loss/indoor_low/back_tools_loss_mtape_001.mp4,back,1,138,289,69
videos_loss/indoor_low/left_tools_loss_mtape_001.mp4,left,1,138,295,-1
videos_loss/indoor_low/right_tools_loss_mtape_001.mp4,right,1,138,291,87
videos_normal/indoor_full/front_bottle1toolbox1_001.mp4,front,0,-1,323,38
videos_normal/indoor_full/back_bottle1toolbox1_001.mp4,back,0,-1,325,-1
videos_normal/indoor_full/left_bottle1toolbox1_001.mp4,left,0,-1,327,-1
videos_normal/indoor_full/right_bottle1toolbox1_001.mp4,right,0,-1,329,-1
videos_loss/indoor_full/front_bottle1toolbox1_loss_bottle1_001.mp4,front,1,157,307,-1
videos_loss/indoor_full/back_bottle1toolbox1_loss_bottle1_001.mp4,back,1,157,303,-1
videos_loss/indoor_full/left_bottle1toolbox1_loss_bottle1_001.mp4,left,1,157,305,49
videos_loss/indoor_full/right_bottle1toolbox1_loss_bottle1_001.mp4,right,1,157,309,-1
videos_loss/indoor_full/front_bottle1toolbox1_loss_toolbox1_001.mp4,front,1,189,336,-1
videos_loss/indoor_full/back_bottle1toolbox1_loss_toolbox1_001.mp4,back,1,189,330,-1
videos_loss/indoor_full/left_bottle1toolbox1_loss_toolbox1_001.mp4,left,1,189,332,-1
videos_loss/indoor_full/right_bottle1toolbox1_loss_toolbox1_001.mp4,right,1,189,334,-1
videos_normal/indoor_med/front_bottle1toolbox1_001.mp4,front,0,-1,282,-1
videos_normal/indoor_med/back_bottle1toolbox1_001.mp4,back,0,-1,281,-1
videos_normal/indoor_med/left_bottle1toolbox1_001.mp4,left,0,-1,284,-1
videos_normal/indoor_med/right_bottle1toolbox1_001.mp4,right,0,-1,288,-1
videos_loss/indoor_med/front_bottle1toolbox1_loss_bottle1_001.mp4,front,1,174,304,39
videos_loss/indoor_med/back_bottle1toolbox1_loss_bottle1_001.mp4,back,1,174,306,-1
videos_loss/indoor_med/left_bottle1toolbox1_loss_bottle1_001.mp4,left,1,174,302,35
videos_loss/indoor_med/right_bottle1toolbox1_loss_bottle1_001.mp4,right,1,174,308,-1
videos_loss/indoor_med/front_bottle1toolbox1_loss_toolbox1_001.mp4,front,1,159,310,-1
videos_loss/indoor_med/back_bottle1toolbox1_loss_toolbox1_001.mp4,back,1,159,308,-1
videos_loss/indoor_med/left_bottle1toolbox1_loss_toolbox1_001.mp4,left,1,159,306,-1
videos_loss/indoor_med/right_bottle1toolbox1_loss_toolbox1_001.mp4,right,1,159,304,-1
videos_normal/indoor_low/front_bottle1toolbox1_001.mp4,front,0,-1,302,-1
videos_normal/indoor_low/back_bottle1toolbox1_001.mp4,back,0,-1,304,-1
videos_normal/indoor_low/left_bottle1toolbox1_001.mp4,left,0,-1,300,-1
videos_normal/indoor_low/right_bottle1toolbox1_001.mp4,right,0,-1,306,-1
videos_loss/indoor_low/front_bottle1toolbox1_loss_bottle1_001.mp4,front,1,150,302,39
videos_loss/indoor_low/back_bottle1toolbox1_loss_bottle1_001.mp4,back,1,150,304,-1
videos_loss/indoor_low/left_bottle1toolbox1_loss_bottle1_001.mp4,left,1,150,306,-1
videos_loss/indoor_low/right_bottle1toolbox1_loss_bottle1_001.mp4,right,1,150,300,74
videos_loss/indoor_low/front_bottle1toolbox1_loss_toolbox1_001.mp4,front,1,192,336,35
videos_loss/indoor_low/back_bottle1toolbox1_loss_toolbox1_001.mp4,back,1,192,340,-1
videos_loss/indoor_low/left_bottle1toolbox1_loss_toolbox1_001.mp4,left,1,192,338,123
videos_loss/indoor_low/right_bottle1toolbox1_loss_toolbox1_001.mp4,right,1,192,342,-1
