img1,img2,label,source_video,frame1,frame2
data/extracted_pairs/pair_000042_1.jpg,data/extracted_pairs/pair_000042_2.jpg,0,videos_normal/back_box_2.mp4,75,435
data/extracted_pairs/pair_000043_1.jpg,data/extracted_pairs/pair_000043_2.jpg,0,videos_normal/back_box_2.mp4,545,375
data/extracted_pairs/pair_000044_1.jpg,data/extracted_pairs/pair_000044_2.jpg,0,videos_normal/back_box_2.mp4,115,305
data/extracted_pairs/pair_000045_1.jpg,data/extracted_pairs/pair_000045_2.jpg,0,videos_normal/back_box_2.mp4,760,435
data/extracted_pairs/pair_000046_1.jpg,data/extracted_pairs/pair_000046_2.jpg,0,videos_normal/back_box_2.mp4,305,670
data/extracted_pairs/pair_000047_1.jpg,data/extracted_pairs/pair_000047_2.jpg,0,videos_normal/back_box_2.mp4,540,620
data/extracted_pairs/pair_000048_1.jpg,data/extracted_pairs/pair_000048_2.jpg,0,videos_normal/back_box_2.mp4,215,370
data/extracted_pairs/pair_000049_1.jpg,data/extracted_pairs/pair_000049_2.jpg,0,videos_normal/back_box_2.mp4,210,350
data/extracted_pairs/pair_000050_1.jpg,data/extracted_pairs/pair_000050_2.jpg,0,videos_normal/back_box_2.mp4,750,720
data/extracted_pairs/pair_000051_1.jpg,data/extracted_pairs/pair_000051_2.jpg,0,videos_normal/back_box_2.mp4,370,580
data/extracted_pairs/pair_000052_1.jpg,data/extracted_pairs/pair_000052_2.jpg,0,videos_normal/back_box_2.mp4,545,495
data/extracted_pairs/pair_000053_1.jpg,data/extracted_pairs/pair_000053_2.jpg,0,videos_normal/back_box_2.mp4,315,210
data/extracted_pairs/pair_000054_1.jpg,data/extracted_pairs/pair_000054_2.jpg,0,videos_normal/back_box_2.mp4,685,665
data/extracted_pairs/pair_000055_1.jpg,data/extracted_pairs/pair_000055_2.jpg,0,videos_normal/back_box_2.mp4,150,95
data/extracted_pairs/pair_000056_1.jpg,data/extracted_pairs/pair_000056_2.jpg,0,videos_normal/back_box_2.mp4,175,230
data/extracted_pairs/pair_000057_1.jpg,data/extracted_pairs/pair_000057_2.jpg,0,videos_normal/back_box_2.mp4,235,575
data/extracted_pairs/pair_000058_1.jpg,data/extracted_pairs/pair_000058_2.jpg,0,videos_normal/back_box_2.mp4,115,525
data/extracted_pairs/pair_000059_1.jpg,data/extracted_pairs/pair_000059_2.jpg,0,videos_normal/back_box_2.mp4,520,630
data/extracted_pairs/pair_000060_1.jpg,data/extracted_pairs/pair_000060_2.jpg,0,videos_normal/back_box_2.mp4,710,355
data/extracted_pairs/pair_000061_1.jpg,data/extracted_pairs/pair_000061_2.jpg,0,videos_normal/back_box_2.mp4,740,45
data/extracted_pairs/pair_000062_1.jpg,data/extracted_pairs/pair_000062_2.jpg,0,videos_normal/back_box_2.mp4,180,720
data/extracted_pairs/pair_000063_1.jpg,data/extracted_pairs/pair_000063_2.jpg,0,videos_normal/back_box_2.mp4,375,470
data/extracted_pairs/pair_000064_1.jpg,data/extracted_pairs/pair_000064_2.jpg,0,videos_normal/back_box_2.mp4,175,410
data/extracted_pairs/pair_000065_1.jpg,data/extracted_pairs/pair_000065_2.jpg,0,videos_normal/back_box_2.mp4,590,235
data/extracted_pairs/pair_000066_1.jpg,data/extracted_pairs/pair_000066_2.jpg,0,videos_normal/back_box_2.mp4,615,35
data/extracted_pairs/pair_000067_1.jpg,data/extracted_pairs/pair_000067_2.jpg,0,videos_normal/back_box_2.mp4,370,675
data/extracted_pairs/pair_000068_1.jpg,data/extracted_pairs/pair_000068_2.jpg,0,videos_normal/back_box_2.mp4,260,680
data/extracted_pairs/pair_000069_1.jpg,data/extracted_pairs/pair_000069_2.jpg,0,videos_normal/back_box_2.mp4,170,415
data/extracted_pairs/pair_000070_1.jpg,data/extracted_pairs/pair_000070_2.jpg,0,videos_normal/back_box_2.mp4,680,285
data/extracted_pairs/pair_000071_1.jpg,data/extracted_pairs/pair_000071_2.jpg,0,videos_normal/back_box_2.mp4,230,510
data/extracted_pairs/pair_000072_1.jpg,data/extracted_pairs/pair_000072_2.jpg,0,videos_normal/back_box_2.mp4,240,725
data/extracted_pairs/pair_000073_1.jpg,data/extracted_pairs/pair_000073_2.jpg,0,videos_normal/back_box_2.mp4,710,35
data/extracted_pairs/pair_000074_1.jpg,data/extracted_pairs/pair_000074_2.jpg,0,videos_normal/back_box_2.mp4,445,660
data/extracted_pairs/pair_000075_1.jpg,data/extracted_pairs/pair_000075_2.jpg,0,videos_normal/back_box_2.mp4,55,175
data/extracted_pairs/pair_000076_1.jpg,data/extracted_pairs/pair_000076_2.jpg,0,videos_normal/back_box_2.mp4,495,425
data/extracted_pairs/pair_000077_1.jpg,data/extracted_pairs/pair_000077_2.jpg,0,videos_normal/back_box_2.mp4,340,105
data/extracted_pairs/pair_000078_1.jpg,data/extracted_pairs/pair_000078_2.jpg,0,videos_normal/back_box_2.mp4,340,760
data/extracted_pairs/pair_000079_1.jpg,data/extracted_pairs/pair_000079_2.jpg,0,videos_normal/back_box_2.mp4,135,140
data/extracted_pairs/pair_000080_1.jpg,data/extracted_pairs/pair_000080_2.jpg,0,videos_normal/back_box_3.mp4,655,120
data/extracted_pairs/pair_000081_1.jpg,data/extracted_pairs/pair_000081_2.jpg,0,videos_normal/back_box_3.mp4,715,195
data/extracted_pairs/pair_000082_1.jpg,data/extracted_pairs/pair_000082_2.jpg,0,videos_normal/back_box_3.mp4,195,640
data/extracted_pairs/pair_000083_1.jpg,data/extracted_pairs/pair_000083_2.jpg,0,videos_normal/back_box_3.mp4,735,245
data/extracted_pairs/pair_000084_1.jpg,data/extracted_pairs/pair_000084_2.jpg,0,videos_normal/back_box_3.mp4,370,710
data/extracted_pairs/pair_000085_1.jpg,data/extracted_pairs/pair_000085_2.jpg,0,videos_normal/back_box_3.mp4,575,305
data/extracted_pairs/pair_000086_1.jpg,data/extracted_pairs/pair_000086_2.jpg,0,videos_normal/back_box_3.mp4,725,290
data/extracted_pairs/pair_000087_1.jpg,data/extracted_pairs/pair_000087_2.jpg,0,videos_normal/back_box_3.mp4,430,545
data/extracted_pairs/pair_000088_1.jpg,data/extracted_pairs/pair_000088_2.jpg,0,videos_normal/back_box_3.mp4,510,595
data/extracted_pairs/pair_000089_1.jpg,data/extracted_pairs/pair_000089_2.jpg,0,videos_normal/back_box_3.mp4,695,610
data/extracted_pairs/pair_000090_1.jpg,data/extracted_pairs/pair_000090_2.jpg,0,videos_normal/back_box_3.mp4,185,350
data/extracted_pairs/pair_000091_1.jpg,data/extracted_pairs/pair_000091_2.jpg,0,videos_normal/back_box_3.mp4,320,115
data/extracted_pairs/pair_000092_1.jpg,data/extracted_pairs/pair_000092_2.jpg,0,videos_normal/back_box_3.mp4,465,60
data/extracted_pairs/pair_000093_1.jpg,data/extracted_pairs/pair_000093_2.jpg,0,videos_normal/back_box_3.mp4,740,325
data/extracted_pairs/pair_000094_1.jpg,data/extracted_pairs/pair_000094_2.jpg,0,videos_normal/back_box_3.mp4,315,40
data/extracted_pairs/pair_000095_1.jpg,data/extracted_pairs/pair_000095_2.jpg,0,videos_normal/back_box_3.mp4,125,110
data/extracted_pairs/pair_000096_1.jpg,data/extracted_pairs/pair_000096_2.jpg,0,videos_normal/back_box_3.mp4,325,120
data/extracted_pairs/pair_000097_1.jpg,data/extracted_pairs/pair_000097_2.jpg,0,videos_normal/back_box_3.mp4,75,455
data/extracted_pairs/pair_000098_1.jpg,data/extracted_pairs/pair_000098_2.jpg,0,videos_normal/back_box_3.mp4,125,690
data/extracted_pairs/pair_000099_1.jpg,data/extracted_pairs/pair_000099_2.jpg,0,videos_normal/back_box_3.mp4,335,390
data/extracted_pairs/pair_000100_1.jpg,data/extracted_pairs/pair_000100_2.jpg,0,videos_normal/back_box_3.mp4,655,305
data/extracted_pairs/pair_000101_1.jpg,data/extracted_pairs/pair_000101_2.jpg,0,videos_normal/back_box_3.mp4,725,200
data/extracted_pairs/pair_000102_1.jpg,data/extracted_pairs/pair_000102_2.jpg,0,videos_normal/back_box_3.mp4,640,345
data/extracted_pairs/pair_000103_1.jpg,data/extracted_pairs/pair_000103_2.jpg,0,videos_normal/back_box_3.mp4,640,555
data/extracted_pairs/pair_000104_1.jpg,data/extracted_pairs/pair_000104_2.jpg,0,videos_normal/back_box_3.mp4,275,155
data/extracted_pairs/pair_000105_1.jpg,data/extracted_pairs/pair_000105_2.jpg,0,videos_normal/back_box_3.mp4,155,585
data/extracted_pairs/pair_000106_1.jpg,data/extracted_pairs/pair_000106_2.jpg,0,videos_normal/back_box_3.mp4,485,575
data/extracted_pairs/pair_000107_1.jpg,data/extracted_pairs/pair_000107_2.jpg,0,videos_normal/back_box_3.mp4,560,630
data/extracted_pairs/pair_000108_1.jpg,data/extracted_pairs/pair_000108_2.jpg,0,videos_normal/back_box_3.mp4,100,160
data/extracted_pairs/pair_000109_1.jpg,data/extracted_pairs/pair_000109_2.jpg,0,videos_normal/back_box_3.mp4,110,550
data/extracted_pairs/pair_000110_1.jpg,data/extracted_pairs/pair_000110_2.jpg,0,videos_normal/back_box_3.mp4,465,170
data/extracted_pairs/pair_000111_1.jpg,data/extracted_pairs/pair_000111_2.jpg,0,videos_normal/back_box_3.mp4,350,280
data/extracted_pairs/pair_000112_1.jpg,data/extracted_pairs/pair_000112_2.jpg,0,videos_normal/back_box_3.mp4,275,720
data/extracted_pairs/pair_000113_1.jpg,data/extracted_pairs/pair_000113_2.jpg,0,videos_normal/back_box_3.mp4,605,210
data/extracted_pairs/pair_000114_1.jpg,data/extracted_pairs/pair_000114_2.jpg,0,videos_normal/back_box_3.mp4,575,265
data/extracted_pairs/pair_000115_1.jpg,data/extracted_pairs/pair_000115_2.jpg,0,videos_normal/back_box_3.mp4,390,625
data/extracted_pairs/pair_000116_1.jpg,data/extracted_pairs/pair_000116_2.jpg,0,videos_normal/back_box_3.mp4,350,130
data/extracted_pairs/pair_000117_1.jpg,data/extracted_pairs/pair_000117_2.jpg,0,videos_normal/back_box_3.mp4,600,735
data/extracted_pairs/pair_000118_1.jpg,data/extracted_pairs/pair_000118_2.jpg,0,videos_normal/back_box_3.mp4,160,95
data/extracted_pairs/pair_000119_1.jpg,data/extracted_pairs/pair_000119_2.jpg,0,videos_normal/back_box_3.mp4,725,50
data/extracted_pairs/pair_000120_1.jpg,data/extracted_pairs/pair_000120_2.jpg,0,videos_normal/back_empty_1.mp4,270,640
data/extracted_pairs/pair_000121_1.jpg,data/extracted_pairs/pair_000121_2.jpg,0,videos_normal/back_empty_1.mp4,460,1075
data/extracted_pairs/pair_000122_1.jpg,data/extracted_pairs/pair_000122_2.jpg,0,videos_normal/back_empty_1.mp4,1275,1265
data/extracted_pairs/pair_000123_1.jpg,data/extracted_pairs/pair_000123_2.jpg,0,videos_normal/back_empty_1.mp4,580,1060
data/extracted_pairs/pair_000124_1.jpg,data/extracted_pairs/pair_000124_2.jpg,0,videos_normal/back_empty_1.mp4,185,455
data/extracted_pairs/pair_000125_1.jpg,data/extracted_pairs/pair_000125_2.jpg,0,videos_normal/back_empty_1.mp4,1005,40
data/extracted_pairs/pair_000126_1.jpg,data/extracted_pairs/pair_000126_2.jpg,0,videos_normal/back_empty_1.mp4,1030,710
data/extracted_pairs/pair_000127_1.jpg,data/extracted_pairs/pair_000127_2.jpg,0,videos_normal/back_empty_1.mp4,1195,765
data/extracted_pairs/pair_000128_1.jpg,data/extracted_pairs/pair_000128_2.jpg,0,videos_normal/back_empty_1.mp4,1115,1455
data/extracted_pairs/pair_000129_1.jpg,data/extracted_pairs/pair_000129_2.jpg,0,videos_normal/back_empty_1.mp4,1280,430
data/extracted_pairs/pair_000130_1.jpg,data/extracted_pairs/pair_000130_2.jpg,0,videos_normal/back_empty_1.mp4,520,790
data/extracted_pairs/pair_000131_1.jpg,data/extracted_pairs/pair_000131_2.jpg,0,videos_normal/back_empty_1.mp4,590,180
data/extracted_pairs/pair_000132_1.jpg,data/extracted_pairs/pair_000132_2.jpg,0,videos_normal/back_empty_1.mp4,1515,1420
data/extracted_pairs/pair_000133_1.jpg,data/extracted_pairs/pair_000133_2.jpg,0,videos_normal/back_empty_1.mp4,190,835
data/extracted_pairs/pair_000134_1.jpg,data/extracted_pairs/pair_000134_2.jpg,0,videos_normal/back_empty_1.mp4,180,160
data/extracted_pairs/pair_000135_1.jpg,data/extracted_pairs/pair_000135_2.jpg,0,videos_normal/back_empty_1.mp4,1530,1255
data/extracted_pairs/pair_000136_1.jpg,data/extracted_pairs/pair_000136_2.jpg,0,videos_normal/back_empty_1.mp4,1320,1390
data/extracted_pairs/pair_000137_1.jpg,data/extracted_pairs/pair_000137_2.jpg,0,videos_normal/back_empty_1.mp4,435,180
data/extracted_pairs/pair_000138_1.jpg,data/extracted_pairs/pair_000138_2.jpg,0,videos_normal/back_empty_1.mp4,1335,240
data/extracted_pairs/pair_000139_1.jpg,data/extracted_pairs/pair_000139_2.jpg,0,videos_normal/back_empty_1.mp4,510,210
data/extracted_pairs/pair_000140_1.jpg,data/extracted_pairs/pair_000140_2.jpg,0,videos_normal/back_empty_1.mp4,1555,205
data/extracted_pairs/pair_000141_1.jpg,data/extracted_pairs/pair_000141_2.jpg,0,videos_normal/back_empty_1.mp4,635,1065
data/extracted_pairs/pair_000142_1.jpg,data/extracted_pairs/pair_000142_2.jpg,0,videos_normal/back_empty_1.mp4,340,1490
data/extracted_pairs/pair_000143_1.jpg,data/extracted_pairs/pair_000143_2.jpg,0,videos_normal/back_empty_1.mp4,665,1515
data/extracted_pairs/pair_000144_1.jpg,data/extracted_pairs/pair_000144_2.jpg,0,videos_normal/back_empty_1.mp4,1555,135
data/extracted_pairs/pair_000145_1.jpg,data/extracted_pairs/pair_000145_2.jpg,0,videos_normal/back_empty_1.mp4,1620,240
data/extracted_pairs/pair_000146_1.jpg,data/extracted_pairs/pair_000146_2.jpg,0,videos_normal/back_empty_1.mp4,1105,1525
data/extracted_pairs/pair_000147_1.jpg,data/extracted_pairs/pair_000147_2.jpg,0,videos_normal/back_empty_1.mp4,1480,1370
data/extracted_pairs/pair_000148_1.jpg,data/extracted_pairs/pair_000148_2.jpg,0,videos_normal/back_empty_1.mp4,840,700
data/extracted_pairs/pair_000149_1.jpg,data/extracted_pairs/pair_000149_2.jpg,0,videos_normal/back_empty_1.mp4,555,835
data/extracted_pairs/pair_000150_1.jpg,data/extracted_pairs/pair_000150_2.jpg,0,videos_normal/back_empty_1.mp4,645,710
data/extracted_pairs/pair_000151_1.jpg,data/extracted_pairs/pair_000151_2.jpg,0,videos_normal/back_empty_1.mp4,1045,370
data/extracted_pairs/pair_000152_1.jpg,data/extracted_pairs/pair_000152_2.jpg,0,videos_normal/back_empty_1.mp4,800,1205
data/extracted_pairs/pair_000153_1.jpg,data/extracted_pairs/pair_000153_2.jpg,0,videos_normal/back_empty_1.mp4,840,220
data/extracted_pairs/pair_000154_1.jpg,data/extracted_pairs/pair_000154_2.jpg,0,videos_normal/back_empty_1.mp4,55,1205
data/extracted_pairs/pair_000155_1.jpg,data/extracted_pairs/pair_000155_2.jpg,0,videos_normal/back_empty_1.mp4,1625,1475
data/extracted_pairs/pair_000156_1.jpg,data/extracted_pairs/pair_000156_2.jpg,0,videos_normal/back_empty_1.mp4,290,220
data/extracted_pairs/pair_000157_1.jpg,data/extracted_pairs/pair_000157_2.jpg,0,videos_normal/back_empty_1.mp4,1410,580
data/extracted_pairs/pair_000158_1.jpg,data/extracted_pairs/pair_000158_2.jpg,0,videos_normal/back_empty_1.mp4,1330,710
data/extracted_pairs/pair_000159_1.jpg,data/extracted_pairs/pair_000159_2.jpg,0,videos_normal/back_empty_1.mp4,370,925
data/extracted_pairs/pair_000160_1.jpg,data/extracted_pairs/pair_000160_2.jpg,0,videos_normal/back_empty_2.mp4,385,1285
data/extracted_pairs/pair_000161_1.jpg,data/extracted_pairs/pair_000161_2.jpg,0,videos_normal/back_empty_2.mp4,1925,1490
data/extracted_pairs/pair_000162_1.jpg,data/extracted_pairs/pair_000162_2.jpg,0,videos_normal/back_empty_2.mp4,840,2275
data/extracted_pairs/pair_000163_1.jpg,data/extracted_pairs/pair_000163_2.jpg,0,videos_normal/back_empty_2.mp4,2815,1580
data/extracted_pairs/pair_000164_1.jpg,data/extracted_pairs/pair_000164_2.jpg,0,videos_normal/back_empty_2.mp4,3165,3380
data/extracted_pairs/pair_000165_1.jpg,data/extracted_pairs/pair_000165_2.jpg,0,videos_normal/back_empty_2.mp4,2740,75
data/extracted_pairs/pair_000166_1.jpg,data/extracted_pairs/pair_000166_2.jpg,0,videos_normal/back_empty_2.mp4,2870,1565
data/extracted_pairs/pair_000167_1.jpg,data/extracted_pairs/pair_000167_2.jpg,0,videos_normal/back_empty_2.mp4,565,720
data/extracted_pairs/pair_000168_1.jpg,data/extracted_pairs/pair_000168_2.jpg,0,videos_normal/back_empty_2.mp4,1385,625
data/extracted_pairs/pair_000169_1.jpg,data/extracted_pairs/pair_000169_2.jpg,0,videos_normal/back_empty_2.mp4,580,2865
data/extracted_pairs/pair_000170_1.jpg,data/extracted_pairs/pair_000170_2.jpg,0,videos_normal/back_empty_2.mp4,830,1425
data/extracted_pairs/pair_000171_1.jpg,data/extracted_pairs/pair_000171_2.jpg,0,videos_normal/back_empty_2.mp4,1475,3130
data/extracted_pairs/pair_000172_1.jpg,data/extracted_pairs/pair_000172_2.jpg,0,videos_normal/back_empty_2.mp4,1110,1790
data/extracted_pairs/pair_000173_1.jpg,data/extracted_pairs/pair_000173_2.jpg,0,videos_normal/back_empty_2.mp4,1075,3280
data/extracted_pairs/pair_000174_1.jpg,data/extracted_pairs/pair_000174_2.jpg,0,videos_normal/back_empty_2.mp4,1385,2620
data/extracted_pairs/pair_000175_1.jpg,data/extracted_pairs/pair_000175_2.jpg,0,videos_normal/back_empty_2.mp4,2535,1320
data/extracted_pairs/pair_000176_1.jpg,data/extracted_pairs/pair_000176_2.jpg,0,videos_normal/back_empty_2.mp4,295,505
data/extracted_pairs/pair_000177_1.jpg,data/extracted_pairs/pair_000177_2.jpg,0,videos_normal/back_empty_2.mp4,3280,2200
data/extracted_pairs/pair_000178_1.jpg,data/extracted_pairs/pair_000178_2.jpg,0,videos_normal/back_empty_2.mp4,1450,260
data/extracted_pairs/pair_000179_1.jpg,data/extracted_pairs/pair_000179_2.jpg,0,videos_normal/back_empty_2.mp4,50,1740
data/extracted_pairs/pair_000180_1.jpg,data/extracted_pairs/pair_000180_2.jpg,0,videos_normal/back_empty_2.mp4,700,3295
data/extracted_pairs/pair_000181_1.jpg,data/extracted_pairs/pair_000181_2.jpg,0,videos_normal/back_empty_2.mp4,1375,860
data/extracted_pairs/pair_000182_1.jpg,data/extracted_pairs/pair_000182_2.jpg,0,videos_normal/back_empty_2.mp4,2295,2855
data/extracted_pairs/pair_000183_1.jpg,data/extracted_pairs/pair_000183_2.jpg,0,videos_normal/back_empty_2.mp4,2220,2905
data/extracted_pairs/pair_000184_1.jpg,data/extracted_pairs/pair_000184_2.jpg,0,videos_normal/back_empty_2.mp4,80,605
data/extracted_pairs/pair_000185_1.jpg,data/extracted_pairs/pair_000185_2.jpg,0,videos_normal/back_empty_2.mp4,420,795
data/extracted_pairs/pair_000186_1.jpg,data/extracted_pairs/pair_000186_2.jpg,0,videos_normal/back_empty_2.mp4,2825,215
data/extracted_pairs/pair_000187_1.jpg,data/extracted_pairs/pair_000187_2.jpg,0,videos_normal/back_empty_2.mp4,1925,3015
data/extracted_pairs/pair_000188_1.jpg,data/extracted_pairs/pair_000188_2.jpg,0,videos_normal/back_empty_2.mp4,2860,790
data/extracted_pairs/pair_000189_1.jpg,data/extracted_pairs/pair_000189_2.jpg,0,videos_normal/back_empty_2.mp4,2235,685
data/extracted_pairs/pair_000190_1.jpg,data/extracted_pairs/pair_000190_2.jpg,0,videos_normal/back_empty_2.mp4,245,1610
data/extracted_pairs/pair_000191_1.jpg,data/extracted_pairs/pair_000191_2.jpg,0,videos_normal/back_empty_2.mp4,1900,235
data/extracted_pairs/pair_000192_1.jpg,data/extracted_pairs/pair_000192_2.jpg,0,videos_normal/back_empty_2.mp4,1865,1110
data/extracted_pairs/pair_000193_1.jpg,data/extracted_pairs/pair_000193_2.jpg,0,videos_normal/back_empty_2.mp4,1310,560
data/extracted_pairs/pair_000194_1.jpg,data/extracted_pairs/pair_000194_2.jpg,0,videos_normal/back_empty_2.mp4,1845,2900
data/extracted_pairs/pair_000195_1.jpg,data/extracted_pairs/pair_000195_2.jpg,0,videos_normal/back_empty_2.mp4,2115,3210
data/extracted_pairs/pair_000196_1.jpg,data/extracted_pairs/pair_000196_2.jpg,0,videos_normal/back_empty_2.mp4,825,1245
data/extracted_pairs/pair_000197_1.jpg,data/extracted_pairs/pair_000197_2.jpg,0,videos_normal/back_empty_2.mp4,865,940
data/extracted_pairs/pair_000198_1.jpg,data/extracted_pairs/pair_000198_2.jpg,0,videos_normal/back_empty_2.mp4,2145,160
data/extracted_pairs/pair_000199_1.jpg,data/extracted_pairs/pair_000199_2.jpg,0,videos_normal/back_empty_2.mp4,950,1735
data/extracted_pairs/pair_000200_1.jpg,data/extracted_pairs/pair_000200_2.jpg,0,videos_normal/back_empty_3.mp4,295,190
data/extracted_pairs/pair_000201_1.jpg,data/extracted_pairs/pair_000201_2.jpg,0,videos_normal/back_empty_3.mp4,205,135
data/extracted_pairs/pair_000202_1.jpg,data/extracted_pairs/pair_000202_2.jpg,0,videos_normal/back_empty_3.mp4,100,275
data/extracted_pairs/pair_000203_1.jpg,data/extracted_pairs/pair_000203_2.jpg,0,videos_normal/back_empty_3.mp4,55,335
data/extracted_pairs/pair_000204_1.jpg,data/extracted_pairs/pair_000204_2.jpg,0,videos_normal/back_empty_3.mp4,175,160
data/extracted_pairs/pair_000205_1.jpg,data/extracted_pairs/pair_000205_2.jpg,0,videos_normal/back_empty_3.mp4,325,255
data/extracted_pairs/pair_000206_1.jpg,data/extracted_pairs/pair_000206_2.jpg,0,videos_normal/back_empty_3.mp4,230,180
data/extracted_pairs/pair_000207_1.jpg,data/extracted_pairs/pair_000207_2.jpg,0,videos_normal/back_empty_3.mp4,175,50
